id,Reviews,AspectTerms,OpinionTerms,Categories,Polarities
1723,一直用的这款，超喜欢了，效果很不错的哦，一如既往的喜欢，大?,_,挺好的,整体,中性
1724,***人鱼公主面膜贴33片装（水养面膜20pc+雪润面膜13片）女海藻补水保湿提亮清洁收缩毛孔,_,很轻薄,使用体验,正面
1725,之前在这买的爽肤水很好，和店里一样，刚好家里乳也不多了，年货节顺便买点，不错,_,很好的,整体,正面
1726,买了！用了！拍了照片还没上传不小心删掉了?不过绝对正品，效果和产品图一样，美美哒！不过敏?,_,还行,整体,正面
1727,很好的卖家，双十一买还送礼品，谢谢??,_,好看,整体,正面
1728,过母亲节送给妈妈的礼物，价钱合理，赠品很多，希望能达到预期的效果,_,方便,使用体验,正面
1729,很好用，很白，一直用的这个,_,干净,功效,正面
1730,用过一次，感觉还不错，价格也很亲民,_,很棒,整体,正面
1731,防晒隔离效果不错，涂上后肤色显白又不夸张，用完下次还购买,_,很自然,功效,正面
1732,卸妆比较干净，用了后基本没粉刺了，鼻子上黑头好像也少了,_,不加白,功效,正面
1733,快递也快，一直很相信**～～～配上隔离特别自然，感觉白了一个度,物流,快,物流,正面
1734,气垫很不错，不浮粉，不跑妆,_,好用,整体,正面
1735,第三次购买了?????特喜欢这种香味,_,便宜,价格,正面
1736,挺好的，好吸收.。适合我的肤质,_,还不错,整体,正面
1737,宝贝不错，好评,_,还可以,整体,正面
1738,这个面膜跟补水，下次还是买这款,_,没什么过敏,使用体验,正面
1739,就是一个垃圾！买的时候告诉我是两个替换芯！收到的只有一个！欺骗消费者！太#了,_,比较服帖,使用体验,正面
1740,其实是要买亮晰色的  买错了但自然色也很好,_,一般,整体,中性
1741,当天付款，当天收到货了快递很给力。用过一次，感觉蛮好的，搞活动买的，便宜了很多。,_,挺好,整体,正面
1742,真的很好用,_,白的自然,功效,正面
1743,超级好用。下次还会再来哦！美美的，相信**，一如既往的支持！,_,非常满意,整体,正面
1744,买一送一的时候买的、好幸运、超级划算,_,很好,整体,正面
1745,油 用了一段时间才知道,快递小哥,_,物流,正面
1746,每天一片效果还是不错的,_,不错,整体,正面
1747,套装挺划算的，送了好多东西，效果怎么样使用一段时间再来评价。,_,很自然,功效,正面
1748,送给小姨的所以不知道使用感怎么样  不过她说蛮喜欢的,速度,快,物流,正面
1749,经查验是正品,包装,_,整体,正面
1750,用了这家店的面膜皮肤没那么干燥了，效果非常好，,_,不是很好用,整体,负面
1751,特别好的一款面膜，很滋润补水效果也不错，满分满分，以后继续买！,_,好用,整体,正面
1752,一直用的***这个品牌，非常好用，宝贝到货了很满意！,_,挺喜欢,整体,正面
1753,一直用的这款洗面奶，觉得不错,_,好,整体,正面
1754,"还不错,在实体店看过了,**相对便宜很多,果断购买.",_,赞,整体,正面
1755,这款面膜我一直再用挺好的值得购买,_,好评,整体,正面
1756,隔离霜还没试，赠送面膜却是出奇好用啊。,物流,出乎意外的快,物流,正面
1757,用起来感觉还好，第二次买了。只是刚买了就降价，心里觉得不爽。,_,赞,整体,正面
1758,物流快 首选,_,保湿,功效,正面
1759,很好用哦，抹上白白透透的，一点也不浮，好上妆,_,不干,使用体验,正面
1760,试了一下修饰肤色的效果比较自然。,_,经济,价格,正面
1761,收到用了一段时间了，还不错！价格也便宜！,_,实惠,价格,正面
1762,物流真快，宝贝收到了真的是很划算，用完了，还会再光顾,_,很实惠,价格,正面
1763,老婆喜欢，用了连连说好,价格,实惠,价格,正面
1764,是正品，话不多说很好用,_,挺好的,整体,正面
1765,不错，水分足，贴个面部，非常好用，双十一购入也很实惠。,_,很好,整体,正面
1766,很好用，忠实粉,_,超好用,整体,正面
1767,东西不错，值得购买，物流很快，服务态度很好很好！,_,很水润,使用体验,正面
1768,送货速度快好好好好好,_,划算,价格,正面
1769,补水，用完没有紧绷感，皮肤都好了很多呢,_,可以,整体,正面
1770,好用，一直都得上面买呢很实惠,_,美美哒,整体,正面
1771,二线城市送货也很给力。两天就到了。面膜不错哦，一直用这个牌子的。,_,很滋润,使用体验,正面
1772,物流慢死，付款8.9天才发货，买了几百块也没赠品,_,好,整体,正面
1773,东西收到有一段时间了，挺好的?好评,_,太棒了,整体,正面
1774,好用，第三次买了，感觉非常不错,送货,快,物流,正面
1775,上妆效果：不错，很自然。,服务,好,服务,正面
1776,价格很便宜，味道清新，用后很舒适清爽。,_,非常棒,整体,正面
1777,老婆交代一定买这个，收到货先晒晒，快递小哥很给力！希望包装能好点,赠品,还可以,价格,正面
1778,很不错的，一直都是用这个牌子的，喜欢，点赞！**物流速度很快的！,_,挺好用的,整体,正面
1779,不好用，清洁能力差的要死，以后再也不买了,_,不厚重,使用体验,正面
1780,一直用这个牌子、很贴皮肤,_,提亮肤色,功效,正面
1781,东西特别好特别好东西特别好特别好,味道,不错,气味,正面
1782,第一次用这款，感觉还可以，评论说服帖,_,不错,整体,正面
1783,很水润，超级好用，我敏感肌肤，用完皮肤好润,_,很喜欢,整体,正面
1784,防晒涂着很清爽，很好涂开，上脸会泛油光，效果还行,味道,淡淡的,气味,正面
1785,以为就一个替换装，没想到有两个，马上试用了，妆容超级服帖，很喜欢很喜欢,_,还行,整体,正面
1786,宝贝已收到 包装好，服务好 五星好评，还没有用 用后再追加,_,不油腻,使用体验,正面
1787,非常好用，媳妇非常喜欢,_,不错,整体,正面
1788,快递速度快，还不错，希望好用,_,很满意,整体,正面
1789,很好用，和实体店一样还便宜，还有送卸妆水,香味,_,气味,正面
1790,感觉泡沫不太好洗掉,_,挺好,整体,正面
1791,这个瓶口按压设计很帮，挺好用的,_,自然白,功效,正面
1792,还可以，一直在用，希望有优惠！,_,正品,真伪,正面
1793,媳妇满意说，，，，。。。。。。。。。。。。。。,_,便宜很多,价格,正面
1794,补水效果好，一直用这个牌子的，好用,_,是正品,真伪,正面
1795,东西还是不错的，很喜欢！物流速度也快，老板人很好，老板娘也很漂亮，还送了小礼物！有需要还会再来！好评,_,很好用,整体,正面
1796,不错，很好用,快递,很给力,物流,正面
1797,好评！多次购买了。很好用,价格,不高,价格,正面
1798,很香很香的。推开也不错，白白嫩嫩的,快递,超级快,物流,正面
1799,难用哦，我的皮肤偏油，不适合我。气垫的感觉也怪怪的两个小时就浮了,_,是正品,真伪,正面
1800,此次活动超级合适，买了整整一大箱子，送货速度非常快！面膜的精华液很多！很好！,_,棒棒哒,整体,正面
1801,乳液是在用的，快用完了，补货的。用着还可以。,_,非常好用,整体,正面
1802,很好，包装也很好，贴了一次效果很好，需要再回购,_,不油腻,使用体验,正面
1803,很好非常好，很满意，效果不错，物流很快,_,很有用,整体,正面
1804,可以 很好用 下次还会买的！,_,棒棒的,整体,正面
1805,不错就是快就是快快快的,活动,_,价格,正面
1806,搞活动买的99送了两个替换装，用着还行，和护肤品是一家的,颜色,很自然,功效,正面
1807,挺好用，不干皮。用后肤色很亮，不脱妆，比我在店里买的其他二百的都好用。,_,喜欢,整体,正面
1808,好用，补水效果很好，女神节活动，很实惠,_,方便,整体,正面
1809,很不错，老顾客了，买了好几样，这个是囤货的，用着很好,上妆,很快,功效,正面
1810,还可以吧，感觉挺服帖的！,_,很轻薄,使用体验,正面
1811,还可以吧一直在用,_,还可以,整体,正面
1812,可以还是可以 就是看着油亮亮的,味道,太刺鼻,气味,负面
1813,超喜欢的、用了很自然美美哒,塑料味,太浓,气味,负面
1814,洗完脸上滑滑的，不紧绷！,_,很不错,整体,正面
1815,购买过程有一点波折，客服很快解决了，态度很好，相当的满意,补水,挺好的,功效,正面
1816,整体描述：一般,价格,很实惠,价格,正面
1817,刚刚收到宝贝就试了试，效果还是挺好的，就是有点香。有点不适应哈哈,_,很好用,整体,正面
1818,一直用***，个人感觉还不错，不油腻，很滋润,_,特别快,物流,正面
1819,不太好不太好，不会再回购,_,很满意,整体,正面
1820,正在用，补水效果不错,遮瑕效果,超级好,功效,正面
1821,不错，还有替换装，比较贴合肌肤,_,很亮,功效,正面
1822,颜色比较好看，用后有点清凉的感觉，还可以吧,_,很白,功效,正面
1823,产地是广州的，早知道去香港买好了，而且这个味道，一点都不好，用的时候感觉就像拿洗发水在洗脸,_,很喜欢,整体,正面
1824,慢慢得一大瓶，很划算，还么用呢！觉得不错吧,物流,很快,物流,正面
1825,外观好看，收到试用了一下，很滋润，而且有淡淡清香味，很好闻，喜欢的宝宝们赶快下手吧,_,很好,整体,正面
1826,佩服**的速度，早晨定晚上就收到了，还没用，不知道效果如何，用了在评论。,_,棒棒,整体,正面
1827,质量不错，很喜欢的，一直用这个,物流,超快,物流,正面
1828,送2个替换装，很超值,价格,相当实惠,价格,正面
1829,收货迅速，不用等太久，叶藻的很保湿，配方最简单最保湿，墨角藻的黑面膜不行，水润面膜很粘不行,_,很好,整体,正面
1830,洗面奶感觉不是很好用呢，有点儿滑滑的。,_,干净,功效,正面
1831,价格优惠，东西挺好，很喜欢,_,非常好,整体,正面
1832,遮瑕效果超好的，对于干皮可能有点干，超适合油皮用的,_,还可以,整体,正面
1833,还不错，挺好的，很划算,味道,清香,气味,正面
1834,大小刚好，水份足，皮肤白嫩,_,很不错,整体,正面
1835,回头客了，满意,_,物有所值,整体,正面
1836,应该是很好，去年就是订他们家的很好用，好评,保湿效果,还不错,功效,正面
1837,不错多次购买了,补水,还行,功效,正面
1838,很划算的，一直用的都是***的产品，一直信赖,_,很便宜,价格,正面
1839,我觉得这款还蛮好用的，查了一下正品,_,挺好的,整体,正面
1840,感觉还可以,赠品,_,价格,正面
1841,东西一如既往的好用、一直支持***,_,非常满意,整体,正面
1842,给闺密下单的还送了2个小的卸妆水，我打劫了一个碎瓶瓶很好用的图片是偷别人的，拿回来忘记拍照了?,美白效果,不是太明显,功效,负面
1843,第一次买这个，送了赠品，但用着有点油,价格,挺实惠的,价格,正面
1844,很喜欢，买了很多次了,_,挺好的,整体,正面
1845,很不错，带了两个替换装，保湿效果不错，遮瑕效果很好。也不算太贵，能接受,_,棒棒哒,整体,正面
1846,东西挺好的,_,不错,整体,正面
1847,不错一直都用这个,_,刺痛,使用体验,负面
